Created,Method,UriStem,UriQuery,IP,User,URL
2021-03-05 07:21:12,GET,/Scripts/Jquery/jquery-1.11.0.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Modernizr/modernizr-2.5.3.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrap-fileinput.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrap-datetimepicker.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrap-select.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrap-spinedit.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrap.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrap2-toggle.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/JqueryUI/jquery-ui.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/jquery.bootstrap-growl.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/bootstrapValidator.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/respond.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/locales/bootstrap-datetimepicker.en-GB.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/locales/bootstrap-datetimepicker.en-TT.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/locales/bootstrap-datetimepicker.en-US.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/locales/bootstrap-datetimepicker.it-IT.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/JQueryUnobtrusive/jquery.unobtrusive-ajax.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bowser/Bowser.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Bootstrap/locales/bootstrap-datetimepicker.zh-CN.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Html5/html5shiv.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:12,GET,/Scripts/Html5/MaxLength.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Html5/placeholder.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/ConfirmationDialog.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/core.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/ImageViewer.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/FeatureTour.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/debug.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/pinnedModal.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/json2.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/lookup.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/resultpicker.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Content/images/synergytrak/synergytrak_192x50.png,-,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/ModernBrowsers/clipboard.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Scripts/Common/ui.js,v=1,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/Content/Images/SynergyTrak/STERIS_192x31.png,-,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:13,GET,/favicon.ico,v=8,172.17.100.110,-,-
2021-03-05 07:21:13,GET,/Content/images/synergytrak-loader-64.gif,-,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:15,POST,/Account/Login,ReturnUrl=%2F,172.17.100.110,-,https://portal-uk.synergytrak.com/account/login?returnurl=%2f&returnurl=%2f
2021-03-05 07:21:15,GET,/Content/images/delete-dark-16.png,-,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2F
2021-03-05 07:21:26,GET,/,-,172.17.100.154,-,-
2021-03-05 07:21:26,GET,/,-,172.17.100.154,-,-
2021-03-05 07:21:26,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:21:34,POST,/Account/Login,-,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2F
2021-03-05 07:21:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:21:46,GET,/,-,172.17.100.110,-,-
2021-03-05 07:21:46,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:21:46,POST,/Account/Login,-,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login
2021-03-05 07:21:57,GET,/Account/Poke,token=1614928916745,172.17.100.110,reda.gedeikiene,https://portal-uk.synergytrak.com/Services/SurgicalProcedure/Edit/135842
2021-03-05 07:22:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:22:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:22:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:22:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:22:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:22:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:22:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:22:25,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:22:39,POST,/Account/Login,-,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login
2021-03-05 07:22:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:22:45,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:23:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:23:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:23:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:23:08,POST,/Search/For,-,172.17.100.110,-,https://portal-uk.synergytrak.com/Services/Turnaround/Details/66142896?referrer=omnisearch
2021-03-05 07:23:08,GET,/Account/Login,ReturnUrl=%2fSearch%2fFor,172.17.100.110,-,https://portal-uk.synergytrak.com/Services/Turnaround/Details/66142896?referrer=omnisearch
2021-03-05 07:23:10,POST,/Account/Login,ReturnUrl=%2FSearch%2FFor,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2fSearch%2fFor
2021-03-05 07:23:10,GET,/Search/For,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2fSearch%2fFor
2021-03-05 07:23:10,GET,/,-,172.17.100.110,-,-
2021-03-05 07:23:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:23:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:23:14,POST,/Account/Login,-,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login
2021-03-05 07:23:26,GET,/,-,172.17.100.154,-,-
2021-03-05 07:23:26,GET,/,-,172.17.100.154,-,-
2021-03-05 07:23:26,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:23:33,POST,/Search/For,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:23:33,GET,/Content/images/down-16.png,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:23:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:23:45,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:23:47,GET,/Services/ContainerMaster/Details/10731744,referrer=omnisearch,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:23:52,GET,/Services/ContainerInstance/Details/3047491,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerMaster/Details/10731744?referrer=omnisearch
2021-03-05 07:23:56,GET,/Report/PrintContainerInstanceTrayList,containerInstanceId=3047491&type=downloadview,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerInstance/Details/3047491
2021-03-05 07:24:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:24:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:24:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:24:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:24:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:24:16,GET,/Account/Poke,token=1614929056755,172.17.100.110,john.jackson+,https://portal-uk.synergytrak.com/Services/SurgicalProcedure/Edit/135843
2021-03-05 07:24:19,GET,/,-,172.17.100.110,-,-
2021-03-05 07:24:20,GET,/,-,172.17.100.110,-,-
2021-03-05 07:24:22,GET,/Services/ContainerMaster/Details/10731744,referrer=omnisearch,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:24:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:24:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:24:25,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:24:40,GET,/Services/ContainerInstance/Details/3047492,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerMaster/Details/10731744?referrer=omnisearch
2021-03-05 07:24:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:24:45,GET,/Report/PrintContainerInstanceTrayList,containerInstanceId=3047492&type=downloadview,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerInstance/Details/3047492
2021-03-05 07:24:46,GET,/,-,172.17.100.110,-,-
2021-03-05 07:24:46,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:24:55,GET,/Services/ContainerMaster/Details/10731744,referrer=omnisearch,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:25:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:25:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:25:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:25:04,GET,/Services/ContainerMaster/Details/10663254,referrer=omnisearch,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:25:09,GET,/Services/ContainerInstance/Details/1290575,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerMaster/Details/10663254?referrer=omnisearch
2021-03-05 07:25:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:25:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:25:23,GET,/Report/PrintContainerInstanceTrayList,containerInstanceId=1290575&type=downloadview,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerInstance/Details/1290575
2021-03-05 07:25:26,GET,/,-,172.17.100.154,-,-
2021-03-05 07:25:26,GET,/,-,172.17.100.154,-,-
2021-03-05 07:25:26,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:25:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:25:45,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:25:45,POST,/Search/For,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerInstance/Details/1290575
2021-03-05 07:25:49,GET,/Services/ContainerMaster/Details/10952995,referrer=omnisearch,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Search/For
2021-03-05 07:26:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:26:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:26:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:26:04,GET,/Account/Poke,token=1614929163619,172.17.100.110,reda.gedeikiene,https://portal-uk.synergytrak.com/Services/SurgicalProcedure/Edit/135752
2021-03-05 07:26:07,GET,/Services/ContainerInstance/Details/1293820,-,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerMaster/Details/10952995?referrer=omnisearch
2021-03-05 07:26:07,GET,/favicon.ico,v=8,172.17.100.110,-,-
2021-03-05 07:26:09,GET,/,-,172.17.100.110,-,http://webapps.shc.local/
2021-03-05 07:26:09,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,http://webapps.shc.local/
2021-03-05 07:26:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:26:12,GET,/,-,172.17.100.110,-,-
2021-03-05 07:26:12,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:26:12,GET,/Report/PrintContainerInstanceTrayList,containerInstanceId=1293820&type=downloadview,172.17.100.110,c.dasilvatlc,https://portal-uk.synergytrak.com/Services/ContainerInstance/Details/1293820
2021-03-05 07:26:12,GET,/favicon.ico,-,172.17.100.110,-,-
2021-03-05 07:26:17,POST,/Account/Login,ReturnUrl=%2F,172.17.100.110,-,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2f
2021-03-05 07:26:17,GET,/,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2f
2021-03-05 07:26:17,GET,/Home,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Account/Login?ReturnUrl=%2f
2021-03-05 07:26:17,GET,/Home/LoadFeatureTour,token=5.19.3&manuallyInvoked=false&_=1614929177578,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Home
2021-03-05 07:26:21,GET,/Content/images/down-arrow-26.png,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Home
2021-03-05 07:26:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:26:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:26:25,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:26:26,GET,/Services/Defect,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Home
2021-03-05 07:26:26,GET,/Content/images/filter-icon/date.png,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:26:32,GET,/Services/Defect/Details/502756,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:26:32,GET,/Scripts/Dropzone/dropzone.css,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502756
2021-03-05 07:26:32,GET,/Scripts/Dropzone/dropzone.js,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502756
2021-03-05 07:26:32,GET,/content/images/Icons/cloud-upload.png,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502756
2021-03-05 07:26:32,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzODk5OTMyNDc3NTgz-ptjOeG9wFkuRDEWAxIaDx9Y0xRA=&identifier=502756&associatedFileType=Defect&_=1614929193586,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502756
2021-03-05 07:26:34,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzODk5OTMyNDc3NTgz-ptjOeG9wFkuRDEWAxIaDx9Y0xRA=&identifier=502756&associatedFileType=Defect&_=1614929193587,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502756
2021-03-05 07:26:41,GET,/Services/Defect/Details/502753,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:26:41,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAwMDE5NjY3OTYy-h-xij8mUj4Dn05rH_507GB38x_w=&identifier=502753&associatedFileType=Defect&_=1614929202263,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502753
2021-03-05 07:26:41,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAwMDE5NjY3OTYy-h-xij8mUj4Dn05rH_507GB38x_w=&identifier=502753&associatedFileType=Defect&_=1614929202264,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502753
2021-03-05 07:26:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:26:45,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:26:56,GET,/Account/Poke,token=1614929216755,172.17.100.110,reda.gedeikiene,https://portal-uk.synergytrak.com/Services/SurgicalProcedure/Edit/135842
2021-03-05 07:27:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:27:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:27:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:27:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:27:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:27:11,POST,/Services/Defect/Comment/502753,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502753
2021-03-05 07:27:11,GET,/Content/images/comment-dark-32.png,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502753
2021-03-05 07:27:15,GET,/Services/Defect/Details/502716,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:27:16,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAwMzYyMTc3MDQw-IfqgGUAd9pwO9MFowAj_eONnpXk=&identifier=502716&associatedFileType=Defect&_=1614929236576,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502716
2021-03-05 07:27:16,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAwMzYyMTc3MDQw-IfqgGUAd9pwO9MFowAj_eONnpXk=&identifier=502716&associatedFileType=Defect&_=1614929236575,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502716
2021-03-05 07:27:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:27:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:27:25,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:27:44,GET,/,-,172.17.100.110,-,-
2021-03-05 07:27:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:27:45,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:28:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:28:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:28:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:28:04,POST,/Services/Defect/Comment/502716,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502716
2021-03-05 07:28:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:28:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:28:11,GET,/Services/Defect/Details/502689,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:28:11,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAwOTIwNjMwMjQ4-rZZZydaGateI5Mkxd1tIzHG6dn0=&identifier=502689&associatedFileType=Defect&_=1614929292406,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502689
2021-03-05 07:28:11,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAwOTIwNjMwMjQ4-rZZZydaGateI5Mkxd1tIzHG6dn0=&identifier=502689&associatedFileType=Defect&_=1614929292407,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502689
2021-03-05 07:28:24,GET,/Services/Defect/Details/502662,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:28:24,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAxMDQ0ODUyMDc4-9CtbR0J4NzI7VWgFZUrjbm6DqbI=&identifier=502662&associatedFileType=Defect&_=1614929304839,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502662
2021-03-05 07:28:25,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAxMDQ0ODUyMDc4-9CtbR0J4NzI7VWgFZUrjbm6DqbI=&identifier=502662&associatedFileType=Defect&_=1614929304838,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502662
2021-03-05 07:28:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:28:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:28:25,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:28:38,GET,/Services/Defect/Details/502579,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect
2021-03-05 07:28:40,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAxMTk1MTY5MDk1-g259tQGBlTrCWLObs2aQZiosvUc=&identifier=502579&associatedFileType=Defect&_=1614929319870,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502579
2021-03-05 07:28:40,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAxMTk1MTY5MDk1-g259tQGBlTrCWLObs2aQZiosvUc=&identifier=502579&associatedFileType=Defect&_=1614929319871,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502579
2021-03-05 07:28:44,GET,/,-,172.17.100.110,-,-
2021-03-05 07:28:44,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:28:45,GET,/Services/CustomerDefect,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/Defect/Details/502579
2021-03-05 07:28:50,GET,/Services/CustomerDefect/Details/1556338,ReturnAction=Index,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/CustomerDefect
2021-03-05 07:28:52,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAxMzE3OTg0NTIz-NRP5r2AELA4a_BR_4Ln6cEAVbZE=&identifier=1556338&associatedFileType=CustomerDefect&_=1614929332107,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/CustomerDefect/Details/1556338?ReturnAction=Index
2021-03-05 07:28:52,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAxMzE3OTg0NTIz-NRP5r2AELA4a_BR_4Ln6cEAVbZE=&identifier=1556338&associatedFileType=CustomerDefect&_=1614929332106,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/CustomerDefect/Details/1556338?ReturnAction=Index
2021-03-05 07:29:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:29:00,GET,/,-,172.17.0.197,-,-
2021-03-05 07:29:00,GET,/Account/Login,ReturnUrl=%2f,172.17.0.197,-,-
2021-03-05 07:29:01,GET,/Services/ContainerMaster/Details/11049714,-,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/CustomerDefect/Details/1556338?ReturnAction=Index
2021-03-05 07:29:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:29:11,GET,/,-,172.17.100.110,-,-
2021-03-05 07:29:11,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:29:16,GET,/Account/Poke,token=1614929356772,172.17.100.110,john.jackson+,https://portal-uk.synergytrak.com/Services/SurgicalProcedure/Edit/135843
2021-03-05 07:29:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:29:25,GET,/,-,172.17.100.154,-,-
2021-03-05 07:29:25,GET,/Account/Login,ReturnUrl=%2f,172.17.100.154,-,-
2021-03-05 07:29:45,GET,/,-,172.17.100.110,-,-
2021-03-05 07:29:45,GET,/Account/Login,ReturnUrl=%2f,172.17.100.110,-,-
2021-03-05 07:29:58,GET,/Gallery/ImageGallerySecure,token=NjM3NTEzOTAxMzE3OTg0NTIz-NRP5r2AELA4a_BR_4Ln6cEAVbZE=&identifier=1556338&associatedFileType=CustomerDefect&_=1614929398274,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/CustomerDefect/Details/1556338?ReturnAction=Index
2021-03-05 07:29:58,GET,/Gallery/DocumentGallerySecure,token=NjM3NTEzOTAxMzE3OTg0NTIz-NRP5r2AELA4a_BR_4Ln6cEAVbZE=&identifier=1556338&associatedFileType=CustomerDefect&_=1614929398275,172.17.100.110,peter.goodyear,https://portal-uk.synergytrak.com/Services/CustomerDefect/Details/1556338?ReturnAction=Index
2021-03-05 07:30:01,GET,/,-,172.17.0.197,-,-
2021-03-05 07:30:01,GET,/,-,172.17.0.197,-,-
